example_id,layer,n_steps,sanitized,t_latent,t_failure,lead_time,probe_ever_wrong,model_ever_wrong
synthetic_taint_1_770841,0,7,True,7.0,7.0,0.0,True,True
synthetic_taint_0_968660,0,3,False,,,,False,False
synthetic_taint_0_270176,0,3,False,,,,False,False
synthetic_taint_0_620785,0,3,False,,,,False,False
synthetic_taint_0_205943,0,5,False,,,,False,False
synthetic_taint_0_907065,0,6,False,,,,False,False
synthetic_taint_1_123646,0,5,True,5.0,5.0,0.0,True,True
synthetic_taint_0_298774,0,6,False,,,,False,False
synthetic_taint_0_629939,0,5,False,,,,False,False
synthetic_taint_1_591551,0,7,True,7.0,7.0,0.0,True,True
synthetic_taint_0_271493,0,4,False,,,,False,False
synthetic_taint_0_296145,0,6,False,,,,False,False
synthetic_taint_0_628557,0,3,False,,,,False,False
synthetic_taint_0_864619,0,3,False,,,,False,False
synthetic_taint_0_412651,0,3,False,,,,False,False
synthetic_taint_1_502187,0,6,True,6.0,6.0,0.0,True,True
synthetic_taint_0_278520,0,3,False,,,,False,False
synthetic_taint_0_235778,0,3,False,,,,False,False
synthetic_taint_0_896664,0,4,False,,,,False,False
synthetic_taint_0_175457,0,4,False,,,,False,False
synthetic_taint_1_969160,0,7,True,7.0,7.0,0.0,True,True
synthetic_taint_1_606172,0,5,True,5.0,5.0,0.0,True,True
synthetic_taint_1_756250,0,5,True,5.0,5.0,0.0,True,True
synthetic_taint_1_175457,0,4,True,4.0,4.0,0.0,True,True
synthetic_taint_1_69448,0,4,True,4.0,4.0,0.0,True,True
synthetic_taint_1_452845,0,6,True,6.0,6.0,0.0,True,True
synthetic_taint_1_805999,0,4,True,4.0,4.0,0.0,True,True
synthetic_taint_0_38611,0,4,False,,,,False,False
synthetic_taint_0_801087,0,4,False,,,,False,False
synthetic_taint_1_237404,0,4,True,4.0,4.0,0.0,True,True
synthetic_taint_1_269774,0,7,True,7.0,7.0,0.0,True,True
synthetic_taint_0_532510,0,5,False,,,,False,False
synthetic_taint_0_378596,0,4,False,,,,False,False
synthetic_taint_1_145269,0,6,True,6.0,6.0,0.0,True,True
synthetic_taint_1_978659,0,4,True,4.0,4.0,0.0,True,True
synthetic_taint_1_682554,0,5,True,5.0,5.0,0.0,True,True
synthetic_taint_0_562201,0,5,False,,,,False,False
synthetic_taint_0_252175,0,6,False,,,,False,False
synthetic_taint_1_683681,0,4,True,4.0,4.0,0.0,True,True
synthetic_taint_0_452845,0,3,False,,,,False,False
synthetic_taint_1_421789,0,7,True,7.0,7.0,0.0,True,True
synthetic_taint_1_350811,0,4,True,4.0,4.0,0.0,True,True
synthetic_taint_1_840296,0,6,True,6.0,6.0,0.0,True,True
synthetic_taint_1_471924,0,7,True,7.0,7.0,0.0,True,True
synthetic_taint_1_205943,0,7,True,7.0,7.0,0.0,True,True
synthetic_taint_1_132467,0,6,True,6.0,6.0,0.0,True,True
synthetic_taint_1_691514,0,7,True,7.0,7.0,0.0,True,True
synthetic_taint_0_350811,0,6,False,,,,False,False
synthetic_taint_0_421789,0,6,False,,,,False,False
synthetic_taint_1_165688,0,4,True,4.0,4.0,0.0,True,True
synthetic_taint_1_412651,0,7,True,7.0,7.0,0.0,True,True
synthetic_taint_0_145269,0,4,False,,,,False,False
synthetic_taint_1_317188,0,5,True,5.0,5.0,0.0,True,True
synthetic_taint_0_256787,0,3,False,,,,False,False
synthetic_taint_0_317853,0,5,False,,,,False,False
synthetic_taint_0_502233,0,6,False,,,,False,False
synthetic_taint_0_387007,0,4,False,,,,False,False
synthetic_taint_0_294504,0,6,False,,,,False,False
synthetic_taint_0_539218,0,5,False,,,,False,False
synthetic_taint_0_43208,0,4,False,,,,False,False
synthetic_taint_1_438484,0,7,True,7.0,7.0,0.0,True,True
synthetic_taint_1_775286,0,6,True,6.0,6.0,0.0,True,True
synthetic_taint_1_96268,0,4,True,4.0,4.0,0.0,True,True
synthetic_taint_0_580533,0,3,False,,,,False,False
synthetic_taint_0_132467,0,3,False,,,,False,False
synthetic_taint_1_294504,0,4,True,4.0,4.0,0.0,True,True
synthetic_taint_0_691514,0,5,False,,,,False,False
synthetic_taint_1_982496,0,6,True,6.0,6.0,0.0,True,True
synthetic_taint_0_69914,0,6,False,,,,False,False
synthetic_taint_0_149527,0,4,False,,,,False,False
