model,split,correct_only,contrast,contrast_kind,contrast_order,binding_changes,expect,layer,target_condition,statistic,role,token_identical,n_pairs,n_bases,mean_delta,median_delta,sd_delta,cohens_d,ci_lo,ci_hi,sign_consistency,n_nonzero,degenerate,sign_test_p,permutation_p,permutation_effect_size,mean_frac_from,mean_frac_to,same_target_token,median_abs_rho_minus_one
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,binding_shift,binding_shift,0,2,2,-0.006118832208663471,-0.006118832208663471,0.004122558230525184,-1.4842318450124055,-0.009033921089304243,-0.0032037433280227004,0.0,2,0,0.5,0.474,-1.2835999999671963,,,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,binding_shift_identical,binding_shift_identical,1,2,2,-0.003791375719399766,-0.003791375719399766,0.0029201969149048753,-1.2983287873664742,-0.005856266760329039,-0.0017264846784704932,0.0,2,0,0.5,0.474,-1.246894617893623,,,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_both_defs,both_defs,0,2,2,0.004156968833946034,0.004156968833946034,0.0008021367889971498,5.182369006093305,0.0035897724710069467,0.004724165196885122,1.0,2,0,0.5,0.474,1.414953217163843,0.285964330923685,0.290121299757631,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_inner_def,inner_def,0,2,2,-0.0009809316873587216,-0.0009809316873587216,0.0016602107207640212,-0.5908477008914275,-0.0021548779462095668,0.00019301457149212362,0.5,2,0,1.0,1.0,-0.9015140506699815,0.007257718771262852,0.006276787083904131,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_inner_def_identical,inner_def_identical,1,2,2,0.001346524801904984,0.001346524801904984,0.0004578494051437134,2.9409775065282133,0.0010227763827656373,0.0016702732210443307,1.0,2,0,0.5,0.474,1.3785622309301326,0.001821298453371306,0.00316782325527629,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_inner_def_name,inner_def_name,0,2,2,-0.0023274564892637054,-0.0023274564892637054,0.0012023613156203082,-1.9357380007381153,-0.003177654328975204,-0.0014772586495522067,0.0,2,0,0.5,0.474,-1.33831746685942,0.0054364203178915455,0.00310896382862784,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_inner_def_value,inner_def_value,1,2,2,0.001346524801904984,0.001346524801904984,0.0004578494051437134,2.9409775065282133,0.0010227763827656373,0.0016702732210443307,1.0,2,0,0.5,0.474,1.3785622309301326,0.001821298453371306,0.00316782325527629,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_other,other,1,2,2,0.010057177006934592,0.010057177006934592,0.002734005566125832,3.678550304191924,0.00812394313132525,0.011990410882543934,1.0,2,0,0.5,0.474,1.402128653001009,0.285551140927297,0.2956083179342316,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_outer_def,outer_def,1,2,2,0.00513790052130475,0.00513790052130475,0.002462347509761162,2.0865862762819805,0.003396757899514824,0.006879043143094676,1.0,2,0,0.5,0.474,1.3500200755293927,0.2787066121524222,0.2838445126737269,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_outer_def_name,outer_def_name,1,2,2,0.005048902526515242,0.005048902526515242,0.002350833700899043,2.147707225987258,0.003386612075167661,0.006711192977862823,1.0,2,0,0.5,0.474,1.3541422156769392,0.2782532450945645,0.28330214762107975,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_outer_def_value,outer_def_value,1,2,2,8.899799478950299e-05,8.899799478950299e-05,0.00011151380886209087,0.7980894536529266,1.0145824347178008e-05,0.00016785016523182796,1.0,2,0,0.5,0.474,1.0559209371105776,0.0004533670578577153,0.0005423650526472182,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_question,question,1,2,2,-0.01588654475795223,-0.01588654475795223,0.00275797859274075,-5.760213222744752,-0.017836730123246547,-0.013936359392657915,0.0,2,0,0.5,0.474,-1.417424635597616,0.40379731212532965,0.3879107673673774,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_question_all,question_all,1,2,2,-0.01671409121196868,-0.01671409121196868,0.0030763276561155055,-5.433131018648919,-0.01888938335875967,-0.014538799065177688,0.0,2,0,0.5,0.474,-1.4161243284113283,0.4136131017963222,0.3968990105843535,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_question_var,question_var,1,2,2,-0.0008275464540164713,-0.0008275464540164713,0.00031834906337478377,-2.5994939179143217,-0.0010526532355131669,-0.0006024396725197757,0.0,2,0,0.5,0.474,-1.3767424657519702,0.009815789670992572,0.0089882432169761,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_return_kw,return_kw,1,2,2,-0.0004655425623893072,-0.0004655425623893072,0.00034444690008307425,-1.3515655454498994,-0.0007091033011967342,-0.0002219818235818802,0.0,2,0,0.5,0.474,-1.2586181610962592,0.005753504744661989,0.0052879621822726815,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_signature,signature,1,2,2,0.008845102947730686,0.008845102947730686,0.0006107014907672089,14.48351294610204,0.008413271782328459,0.009276934113132913,1.0,2,0,0.5,0.474,1.4258963076215714,0.006110539750535186,0.014955642698265872,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_inner,delta_frac_use_site,use_site,1,2,2,-0.005879835519253333,-0.005879835519253333,0.0007261451454993935,-8.097328138453063,-0.006393297675761646,-0.00536637336274502,0.0,2,0,0.5,0.474,-1.4225276477223665,0.0030075902951309224,-0.0028722452241224106,1,1.0763487279241701e-07
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,binding_shift,binding_shift,0,2,2,-0.0019168185141461968,-0.0019168185141461968,0.00012540821290685288,-15.284633037310853,-0.0020054955119091188,-0.0018281415163832748,0.0,2,0,0.5,0.474,-1.4242284303668917,,,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,binding_shift_identical,binding_shift_identical,1,2,2,0.0003301316811185716,0.0003301316811185716,0.001554415861534797,0.21238311399666665,-0.0007690063153566128,0.001429269677593756,0.5,2,0,1.0,1.0,0.37265411456369335,,,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_both_defs,both_defs,0,2,2,-0.0008233342759044193,-0.0008233342759044193,0.002391191694756402,-0.3443196451835681,-0.0025141621383836243,0.0008674935865747857,0.5,2,0,1.0,1.0,-0.5811873422793551,0.29295774007765385,0.29213440580174943,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_inner_def,inner_def,0,2,2,-0.0013700763950253003,-0.0013700763950253003,0.0012582999538315771,-1.0888313162957362,-0.002259828825146328,-0.0004803239649042723,0.0,2,0,0.5,0.474,-1.1669363262639767,0.006667489158033431,0.005297412763008131,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_inner_def_identical,inner_def_identical,1,2,2,0.0008768738002394681,0.0008768738002394681,0.00042152412061007255,2.0802458444616816,0.0005788112361223897,0.0011749363643565466,1.0,2,0,0.5,0.474,1.336985064176008,0.0018728724907588964,0.0027497462909983647,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_inner_def_name,inner_def_name,0,2,2,-0.0022469501952647685,-0.0022469501952647685,0.0016798240744416507,-1.3376104256700942,-0.0034347651895028754,-0.0010591352010266614,0.0,2,0,0.5,0.474,-1.2373951694228096,0.004794616667274535,0.0025476664720097664,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_inner_def_value,inner_def_value,1,2,2,0.0008768738002394681,0.0008768738002394681,0.00042152412061007255,2.0802458444616816,0.0005788112361223897,0.0011749363643565466,1.0,2,0,0.5,0.474,1.336985064176008,0.0018728724907588964,0.0027497462909983647,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_other,other,1,2,2,0.003944797936289823,0.003944797936289823,0.0009690278797817409,4.070881776052027,0.003259591751337332,0.004630004121242315,1.0,2,0,0.5,0.474,1.4068656864327398,0.29292399699369054,0.2968687949299803,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_outer_def,outer_def,1,2,2,0.0005467421191208965,0.0005467421191208965,0.0011328917409247244,0.48260756025515517,-0.0002543333132372094,0.0013478175514790025,0.5,2,0,1.0,1.0,0.7917680819392817,0.28629025091962046,0.28683699303874133,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_outer_def_name,outer_def_name,1,2,2,0.0006136073565535527,0.0006136073565535527,0.0010498234054547456,0.584486260608526,-0.0001287298924918523,0.0013559446055989577,0.5,2,0,1.0,1.0,0.8956823443851833,0.2867475295851566,0.28736113694171017,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_outer_def_value,outer_def_value,1,2,2,-6.68652374326332e-05,-6.68652374326332e-05,8.306833547001902e-05,-0.804942545848486,-0.00012560342074536266,-8.127054119903734e-06,0.0,2,0,0.5,0.474,-1.0343000006032816,-0.000457278665536211,-0.0005241439029688441,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_question,question,1,2,2,-0.004883189119301301,-0.004883189119301301,0.003517969220956942,-1.3880704499094503,-0.0073707690114455104,-0.0023956092271570917,0.0,2,0,0.5,0.474,-1.2660572812456707,0.395546150647152,0.3906629615278507,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_question_all,question_all,1,2,2,-0.004421324457768161,-0.004421324457768161,0.003782749834486448,-1.168812279749503,-0.0070961325172658185,-0.0017465163982705034,0.0,2,0,0.5,0.474,-1.213292709649731,0.40291406372860006,0.3984927392708319,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_question_var,question_var,1,2,2,0.0004618646615331275,0.0004618646615331275,0.0002647806135295078,1.74432959942385,0.00027463649417967806,0.000649092828886577,1.0,2,0,0.5,0.474,1.3048129823161185,0.007367913081448064,0.007829777742981192,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_return_kw,return_kw,1,2,2,0.0005442476314351306,0.0005442476314351306,0.0004593779334633514,1.1847491831658692,0.0002194183795557322,0.000869076883314529,1.0,2,0,0.5,0.474,1.1978593549239867,0.004755640823786829,0.00529988845522196,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_signature,signature,1,2,2,0.004511071836967861,0.004511071836967861,0.000623157341532225,7.239057516157951,0.004070433055024243,0.004951710618911478,1.0,2,0,0.5,0.474,1.4212322748451507,0.004618612828194019,0.00912968466516188,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,fixed_outer,delta_frac_use_site,use_site,1,2,2,-0.00375544246380647,-0.00375544246380647,0.0002586833577759379,-14.517526353818624,-0.003938359220269942,-0.003572525707342999,0.0,2,0,0.5,0.474,-1.4239975627472146,0.001829999300092275,-0.0019254431637141952,1,5.375201750368319e-08
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,margin,binding_shift,binding_shift,0,2,2,2.217031890387835,2.217031890387835,1.3755285882588792,1.6117672212062975,1.244386297914023,3.1896774828616468,1.0,2,0,0.5,0.474,1.3030107603237946,,,1,1.604621300727027e-05
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,margin,binding_shift_identical,binding_shift_identical,1,2,2,1.838360301296683,1.838360301296683,0.9486974167220674,1.9377730653558354,1.1675299246383493,2.509190677955017,1.0,2,0,0.5,0.474,1.338491630708437,,,1,1.604621300727027e-05
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,margin,delta_frac_both_defs,both_defs,0,2,2,-1.0637665104763367,-1.0637665104763367,0.41212062817876993,-2.5812018077748236,-1.3551798013284047,-0.7723532196242687,0.0,2,0,0.5,0.474,-1.376036470466588,0.3541514453030333,-0.7096150651733034,1,1.604621300727027e-05
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,margin,delta_frac_inner_def,inner_def,0,2,2,0.5766326899557491,0.5766326899557491,0.4817039800400546,1.1970685604627993,0.23601653914487716,0.917248840766621,1.0,2,0,0.5,0.474,1.221308908355213,-0.0013889514288355723,0.5752437385269136,1,1.604621300727027e-05
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,margin,delta_frac_inner_def_identical,inner_def_identical,1,2,2,0.19796110086459717,0.19796110086459717,0.05487280850324271,3.607635662623295,0.1591601658692034,0.23676203585999092,1.0,2,0,0.5,0.474,1.401106112938351,0.0024633995842200116,0.20042450044881716,1,1.604621300727027e-05
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,margin,delta_frac_inner_def_name,inner_def_name,0,2,2,0.378671589091152,0.378671589091152,0.4268311715368119,0.8871694813847344,0.07685637327567381,0.6804868049066302,1.0,2,0,0.5,0.474,1.1048032234855312,-0.0038523510130555848,0.37481923807809636,1,1.604621300727027e-05
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,margin,delta_frac_inner_def_value,inner_def_value,1,2,2,0.19796110086459717,0.19796110086459717,0.05487280850324271,3.607635662623295,0.1591601658692034,0.23676203585999092,1.0,2,0,0.5,0.474,1.401106112938351,0.0024633995842200116,0.20042450044881716,1,1.604621300727027e-05
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,margin,delta_frac_other,other,1,2,2,-0.6538045192845627,-0.6538045192845627,0.17633051874764147,-3.707835285281878,-0.7784890248211617,-0.5291200137479638,0.0,2,0,0.5,0.474,-1.402534189123946,0.3605292309883571,-0.2932752882962056,1,1.604621300727027e-05
deepseek-coder-6.7b,test,1,flip_ab,binding_flip,0,1,shift,0,margin,delta_frac_outer_def,outer_def,1,2,2,-1.6403992004320858,-1.6403992004320858,0.8938246082188246,-1.8352584895833233,-2.2724286420950257,-1.0083697587691458,0.0,2,0,0.5,0.474,-1.3290780861625258,0.3555403967318689,-1.284858803700217,1,1.604621300727027e-05
