lens,layer,family,read,n,median_rank,mean_margin,pass@1,pass@10,pass@25
logit-lens,0,arith,answer,10,901.0,-1.6546875,0.0,0.0,0.0
logit-lens,1,arith,answer,10,5553.0,-1.7625,0.0,0.0,0.0
logit-lens,2,arith,answer,10,6164.0,-0.69765625,0.0,0.0,0.0
logit-lens,3,arith,answer,10,880.0,-1.059375,0.0,0.0,0.0
logit-lens,4,arith,answer,10,762.5,-0.759375,0.0,0.0,0.0
logit-lens,5,arith,answer,10,1491.0,-0.6203125,0.0,0.0,0.0
logit-lens,6,arith,answer,10,4762.0,-0.38203125,0.0,0.0,0.0
logit-lens,7,arith,answer,10,5991.5,-1.8078125,0.0,0.0,0.0
logit-lens,8,arith,answer,10,3867.5,-2.59453125,0.0,0.0,0.0
logit-lens,9,arith,answer,10,3344.5,-2.1984375,0.0,0.0,0.0
logit-lens,10,arith,answer,10,1690.5,-2.5203125,0.0,0.0,0.0
logit-lens,11,arith,answer,10,1987.0,-2.6359375,0.0,0.0,0.0
logit-lens,12,arith,answer,10,2385.5,-2.4625,0.0,0.0,0.0
logit-lens,13,arith,answer,10,465.5,-3.2546875,0.0,0.0,0.0
logit-lens,14,arith,answer,10,1981.5,-1.728125,0.0,0.0,0.0
logit-lens,15,arith,answer,10,1719.0,-1.6015625,0.0,0.0,0.0
logit-lens,16,arith,answer,10,79.0,-1.8390625,0.0,0.2,0.3
logit-lens,17,arith,answer,10,684.0,-1.725,0.0,0.0,0.0
logit-lens,18,arith,answer,10,575.5,-2.790625,0.0,0.0,0.0
logit-lens,19,arith,answer,10,512.5,-2.325,0.0,0.0,0.0
logit-lens,20,arith,answer,10,10.5,0.228125,0.0,0.4,0.8
logit-lens,21,arith,answer,10,6.5,1.559375,0.1,0.6,0.7
logit-lens,22,arith,answer,10,0.0,4.125,0.9,1.0,1.0
logit-lens,23,arith,answer,10,0.0,5.9875,1.0,1.0,1.0
logit-lens,24,arith,answer,10,0.0,8.921875,1.0,1.0,1.0
logit-lens,25,arith,answer,10,0.0,9.025,1.0,1.0,1.0
logit-lens,26,arith,answer,10,0.0,9.571875,1.0,1.0,1.0
logit-lens,27,arith,answer,10,0.0,9.96875,1.0,1.0,1.0
logit-lens,28,arith,answer,10,0.0,8.8375,1.0,1.0,1.0
logit-lens,0,arith,use,10,1025.0,-0.8078125,0.0,0.0,0.0
logit-lens,1,arith,use,10,8427.0,-0.505078125,0.0,0.0,0.0
logit-lens,2,arith,use,10,15681.0,-0.975341796875,0.0,0.0,0.0
logit-lens,3,arith,use,10,12002.0,-0.566015625,0.0,0.0,0.0
logit-lens,4,arith,use,10,11684.5,0.44140625,0.0,0.0,0.0
logit-lens,5,arith,use,10,11296.5,0.08125,0.0,0.0,0.0
logit-lens,6,arith,use,10,15522.0,-0.16015625,0.0,0.0,0.0
logit-lens,7,arith,use,10,15295.0,-0.13536224365234376,0.0,0.0,0.0
logit-lens,8,arith,use,10,21388.0,-0.428759765625,0.0,0.0,0.0
logit-lens,9,arith,use,10,14542.5,-0.6468490600585938,0.0,0.0,0.0
logit-lens,10,arith,use,10,14227.0,-0.54736328125,0.0,0.0,0.0
logit-lens,11,arith,use,10,19498.5,-0.4664398193359375,0.0,0.0,0.0
logit-lens,12,arith,use,10,15659.0,-0.51357421875,0.0,0.0,0.0
logit-lens,13,arith,use,10,6740.0,-1.425390625,0.0,0.0,0.0
logit-lens,14,arith,use,10,2580.5,-1.5875,0.0,0.0,0.0
logit-lens,15,arith,use,10,5405.5,-1.22890625,0.0,0.0,0.0
logit-lens,16,arith,use,10,2610.5,-1.06015625,0.0,0.0,0.0
logit-lens,17,arith,use,10,3601.5,-1.16796875,0.0,0.0,0.0
logit-lens,18,arith,use,10,4165.0,-1.89765625,0.0,0.0,0.0
logit-lens,19,arith,use,10,3167.5,-1.8236328125,0.0,0.0,0.0
logit-lens,20,arith,use,10,3086.5,-1.3548828125,0.0,0.0,0.0
logit-lens,21,arith,use,10,4572.5,-1.9118896484375,0.0,0.0,0.0
logit-lens,22,arith,use,10,1339.5,-2.26484375,0.0,0.0,0.0
logit-lens,23,arith,use,10,1081.5,-2.169921875,0.0,0.0,0.0
logit-lens,24,arith,use,10,786.5,-2.300390625,0.0,0.0,0.0
logit-lens,25,arith,use,10,1491.0,-1.26513671875,0.0,0.0,0.0
logit-lens,26,arith,use,10,3353.0,-2.10908203125,0.0,0.0,0.0
logit-lens,27,arith,use,10,3170.5,-1.437109375,0.0,0.0,0.0
logit-lens,28,arith,use,10,11026.5,-1.5078125,0.0,0.0,0.0
logit-lens,0,binding,answer,20,293.5,0.0109375,0.0,0.0,0.0
logit-lens,1,binding,answer,20,5268.5,-0.00234375,0.0,0.0,0.0
logit-lens,2,binding,answer,20,7015.0,0.006640625,0.0,0.0,0.0
logit-lens,3,binding,answer,20,533.5,-0.01015625,0.0,0.0,0.0
logit-lens,4,binding,answer,20,1376.0,0.04296875,0.0,0.0,0.0
logit-lens,5,binding,answer,20,2489.5,0.0109375,0.0,0.0,0.0
logit-lens,6,binding,answer,20,7924.0,0.0181640625,0.0,0.0,0.0
logit-lens,7,binding,answer,20,6394.5,0.094482421875,0.0,0.0,0.0
logit-lens,8,binding,answer,20,2247.5,0.062109375,0.0,0.0,0.05
logit-lens,9,binding,answer,20,1497.5,0.117578125,0.0,0.05,0.05
logit-lens,10,binding,answer,20,787.0,0.021484375,0.0,0.1,0.1
logit-lens,11,binding,answer,20,1035.0,0.1072265625,0.0,0.1,0.1
logit-lens,12,binding,answer,20,1525.0,0.102734375,0.0,0.05,0.1
logit-lens,13,binding,answer,20,88.0,0.053125,0.0,0.2,0.2
logit-lens,14,binding,answer,20,1208.0,0.0486328125,0.0,0.0,0.05
logit-lens,15,binding,answer,20,1484.0,-0.055859375,0.0,0.0,0.0
logit-lens,16,binding,answer,20,1062.0,-0.33779296875,0.0,0.05,0.05
logit-lens,17,binding,answer,20,2007.5,-0.20658721923828124,0.0,0.05,0.05
logit-lens,18,binding,answer,20,936.0,-0.0961395263671875,0.0,0.05,0.15
logit-lens,19,binding,answer,20,202.0,0.079296875,0.0,0.1,0.3
logit-lens,20,binding,answer,20,0.0,2.96796875,0.7,1.0,1.0
logit-lens,21,binding,answer,20,0.0,2.68984375,0.75,1.0,1.0
logit-lens,22,binding,answer,20,0.0,2.8375,0.85,1.0,1.0
logit-lens,23,binding,answer,20,0.0,2.85625,0.85,1.0,1.0
logit-lens,24,binding,answer,20,0.0,3.159375,0.85,1.0,1.0
logit-lens,25,binding,answer,20,0.0,2.79375,0.55,1.0,1.0
logit-lens,26,binding,answer,20,0.0,3.125,0.75,1.0,1.0
logit-lens,27,binding,answer,20,0.0,3.525,0.9,1.0,1.0
logit-lens,28,binding,answer,20,0.0,2.61875,0.9,1.0,1.0
logit-lens,0,binding,use,20,332.0,0.00078125,0.0,0.0,0.0
logit-lens,1,binding,use,20,9856.0,0.008642578125,0.0,0.0,0.0
logit-lens,2,binding,use,20,13504.0,0.14892578125,0.0,0.0,0.0
logit-lens,3,binding,use,20,6499.0,0.12890625,0.0,0.0,0.0
logit-lens,4,binding,use,20,6042.0,0.270703125,0.0,0.0,0.0
logit-lens,5,binding,use,20,5852.0,0.25546875,0.0,0.0,0.0
logit-lens,6,binding,use,20,15477.5,0.29771728515625,0.0,0.0,0.0
logit-lens,7,binding,use,20,19645.5,0.38822021484375,0.0,0.0,0.0
logit-lens,8,binding,use,20,13822.5,0.21005859375,0.0,0.0,0.0
logit-lens,9,binding,use,20,7742.0,-0.0484130859375,0.0,0.0,0.0
logit-lens,10,binding,use,20,9256.5,-0.16865234375,0.0,0.0,0.0
logit-lens,11,binding,use,20,19478.0,0.090167236328125,0.0,0.0,0.0
logit-lens,12,binding,use,20,11347.0,0.142138671875,0.0,0.0,0.0
logit-lens,13,binding,use,20,2435.0,0.025390625,0.0,0.0,0.0
logit-lens,14,binding,use,20,2226.5,-0.0484375,0.0,0.0,0.0
logit-lens,15,binding,use,20,3788.5,-0.00595703125,0.0,0.0,0.0
logit-lens,16,binding,use,20,4332.0,0.096875,0.0,0.0,0.0
logit-lens,17,binding,use,20,3382.0,0.01484375,0.0,0.0,0.0
logit-lens,18,binding,use,20,4415.0,-0.0587646484375,0.0,0.0,0.0
logit-lens,19,binding,use,20,2080.5,-0.08399505615234375,0.0,0.0,0.0
logit-lens,20,binding,use,20,3586.5,-0.0107879638671875,0.0,0.0,0.0
logit-lens,21,binding,use,20,5829.5,-0.101904296875,0.0,0.0,0.0
logit-lens,22,binding,use,20,2913.0,-0.15888671875,0.0,0.0,0.0
logit-lens,23,binding,use,20,1539.5,-0.066168212890625,0.0,0.0,0.0
logit-lens,24,binding,use,20,1507.0,-0.0378173828125,0.0,0.0,0.0
logit-lens,25,binding,use,20,4282.5,-0.0868408203125,0.0,0.0,0.0
logit-lens,26,binding,use,20,4334.5,0.06316986083984374,0.0,0.0,0.0
logit-lens,27,binding,use,20,2211.5,0.004833984375,0.0,0.0,0.0
logit-lens,28,binding,use,20,2063.5,0.091796875,0.0,0.0,0.0
logit-lens,0,call,answer,10,129.5,5.67529296875,0.0,0.0,0.0
logit-lens,1,call,answer,10,3879.0,2.756500244140625,0.0,0.0,0.0
logit-lens,2,call,answer,10,5644.0,2.841796875,0.0,0.0,0.0
logit-lens,3,call,answer,10,347.0,4.196441650390625,0.0,0.0,0.0
logit-lens,4,call,answer,10,1271.0,4.10614013671875,0.0,0.0,0.0
logit-lens,5,call,answer,10,3286.0,2.7542724609375,0.0,0.0,0.0
logit-lens,6,call,answer,10,11035.5,1.846264362335205,0.0,0.0,0.0
logit-lens,7,call,answer,10,10996.5,1.9232177734375,0.0,0.0,0.0
logit-lens,8,call,answer,10,11959.0,1.24725341796875,0.0,0.0,0.0
logit-lens,9,call,answer,10,4336.5,0.4931640625,0.0,0.0,0.0
logit-lens,10,call,answer,10,2147.5,1.6171875,0.0,0.0,0.1
logit-lens,11,call,answer,10,3884.5,1.291748046875,0.0,0.0,0.0
logit-lens,12,call,answer,10,5893.0,0.86328125,0.0,0.0,0.0
logit-lens,13,call,answer,10,629.0,3.05078125,0.0,0.0,0.1
logit-lens,14,call,answer,10,2787.0,2.3292236328125,0.0,0.0,0.1
logit-lens,15,call,answer,10,2438.0,2.126708984375,0.0,0.1,0.1
logit-lens,16,call,answer,10,58.5,5.37261962890625,0.0,0.3,0.4
logit-lens,17,call,answer,10,137.0,4.59033203125,0.0,0.2,0.3
logit-lens,18,call,answer,10,24.0,4.20654296875,0.0,0.2,0.5
logit-lens,19,call,answer,10,24.5,4.995849609375,0.0,0.5,0.5
logit-lens,20,call,answer,10,0.0,13.77801513671875,1.0,1.0,1.0
logit-lens,21,call,answer,10,0.0,11.905029296875,0.7,1.0,1.0
logit-lens,22,call,answer,10,0.0,13.89263916015625,1.0,1.0,1.0
logit-lens,23,call,answer,10,0.0,12.51123046875,1.0,1.0,1.0
logit-lens,24,call,answer,10,0.0,14.43994140625,1.0,1.0,1.0
logit-lens,25,call,answer,10,0.0,13.39453125,1.0,1.0,1.0
logit-lens,26,call,answer,10,0.0,14.755859375,1.0,1.0,1.0
logit-lens,27,call,answer,10,0.0,16.56640625,1.0,1.0,1.0
logit-lens,28,call,answer,10,0.0,11.3671875,1.0,1.0,1.0
logit-lens,0,call,use,10,1350.5,2.462646484375,0.0,0.0,0.0
logit-lens,1,call,use,10,30562.0,-0.899627685546875,0.0,0.0,0.0
logit-lens,2,call,use,10,22157.5,-0.37335205078125,0.0,0.0,0.0
logit-lens,3,call,use,10,12895.0,-0.3201751708984375,0.0,0.0,0.0
logit-lens,4,call,use,10,30470.0,-1.8858642578125,0.0,0.0,0.0
logit-lens,5,call,use,10,24129.5,-1.16650390625,0.0,0.0,0.0
logit-lens,6,call,use,10,43994.5,-3.3018798828125,0.0,0.0,0.0
logit-lens,7,call,use,10,44079.5,-3.4053955078125,0.0,0.0,0.0
logit-lens,8,call,use,10,42275.0,-2.54864501953125,0.0,0.0,0.0
logit-lens,9,call,use,10,26270.0,-1.87359619140625,0.0,0.0,0.0
logit-lens,10,call,use,10,32499.0,-1.991546630859375,0.0,0.0,0.0
logit-lens,11,call,use,10,35890.0,-1.8865966796875,0.0,0.0,0.0
logit-lens,12,call,use,10,27681.0,-0.8880615234375,0.0,0.0,0.0
logit-lens,13,call,use,10,20509.0,-0.010259628295898438,0.0,0.0,0.0
logit-lens,14,call,use,10,23780.0,-0.29541015625,0.0,0.0,0.0
logit-lens,15,call,use,10,34383.0,-0.981689453125,0.0,0.0,0.0
logit-lens,16,call,use,10,30364.0,0.304931640625,0.0,0.0,0.0
logit-lens,17,call,use,10,13512.5,1.4461669921875,0.0,0.0,0.0
logit-lens,18,call,use,10,9626.5,0.772216796875,0.0,0.0,0.0
logit-lens,19,call,use,10,1680.5,1.72802734375,0.0,0.0,0.0
logit-lens,20,call,use,10,4438.0,1.259521484375,0.0,0.0,0.0
logit-lens,21,call,use,10,2332.5,0.572174072265625,0.0,0.0,0.0
logit-lens,22,call,use,10,429.5,1.559326171875,0.0,0.0,0.0
logit-lens,23,call,use,10,340.5,0.41680908203125,0.0,0.0,0.0
logit-lens,24,call,use,10,210.5,0.63818359375,0.0,0.0,0.0
logit-lens,25,call,use,10,485.5,0.210693359375,0.0,0.0,0.0
logit-lens,26,call,use,10,1172.0,0.1575927734375,0.0,0.0,0.0
logit-lens,27,call,use,10,2051.5,0.2724609375,0.0,0.0,0.0
logit-lens,28,call,use,10,15440.5,-1.705078125,0.0,0.0,0.0
logit-lens,0,defuse,answer,10,230.5,0.640625,0.0,0.0,0.0
logit-lens,1,defuse,answer,10,2915.5,0.875,0.0,0.0,0.0
logit-lens,2,defuse,answer,10,4959.0,0.5390625,0.0,0.0,0.0
logit-lens,3,defuse,answer,10,1112.5,0.7421875,0.0,0.0,0.0
logit-lens,4,defuse,answer,10,1031.0,-0.328125,0.0,0.0,0.0
logit-lens,5,defuse,answer,10,4521.5,-0.5859375,0.0,0.0,0.0
logit-lens,6,defuse,answer,10,6945.5,-0.43359375,0.0,0.0,0.0
logit-lens,7,defuse,answer,10,9447.0,-0.02734375,0.0,0.0,0.0
logit-lens,8,defuse,answer,10,4107.5,1.5390625,0.0,0.0,0.0
logit-lens,9,defuse,answer,10,3797.5,1.8203125,0.0,0.0,0.0
logit-lens,10,defuse,answer,10,2315.5,0.609375,0.0,0.0,0.0
logit-lens,11,defuse,answer,10,20282.0,1.45703125,0.0,0.0,0.0
logit-lens,12,defuse,answer,10,12524.0,1.203125,0.0,0.0,0.0
logit-lens,13,defuse,answer,10,259.0,1.59375,0.0,0.0,0.1
logit-lens,14,defuse,answer,10,668.5,1.1796875,0.0,0.0,0.0
logit-lens,15,defuse,answer,10,1799.5,1.5390625,0.0,0.0,0.0
logit-lens,16,defuse,answer,10,652.5,3.0546875,0.1,0.1,0.2
logit-lens,17,defuse,answer,10,1295.0,2.7265625,0.0,0.1,0.1
logit-lens,18,defuse,answer,10,1670.5,2.6953125,0.0,0.1,0.1
logit-lens,19,defuse,answer,10,1232.5,2.9609375,0.1,0.1,0.1
logit-lens,20,defuse,answer,10,47.5,5.125,0.2,0.2,0.3
logit-lens,21,defuse,answer,10,29.0,4.609375,0.2,0.3,0.5
logit-lens,22,defuse,answer,10,3.5,2.078125,0.1,0.8,0.8
logit-lens,23,defuse,answer,10,1.5,1.53125,0.3,0.8,0.9
logit-lens,24,defuse,answer,10,1.0,1.421875,0.3,0.9,0.9
logit-lens,25,defuse,answer,10,2.5,0.4375,0.1,0.7,0.9
logit-lens,26,defuse,answer,10,1.0,-0.75,0.4,1.0,1.0
logit-lens,27,defuse,answer,10,0.0,0.09375,0.7,1.0,1.0
logit-lens,28,defuse,answer,10,0.5,0.40625,0.5,1.0,1.0
logit-lens,0,defuse,use,10,7422.0,-0.265625,0.0,0.0,0.0
logit-lens,1,defuse,use,10,29590.0,-0.25390625,0.0,0.0,0.0
logit-lens,2,defuse,use,10,22526.0,0.30078125,0.0,0.0,0.0
logit-lens,3,defuse,use,10,7573.0,0.169921875,0.0,0.0,0.0
logit-lens,4,defuse,use,10,6933.5,0.189453125,0.0,0.0,0.0
logit-lens,5,defuse,use,10,9417.0,-1.6298828125,0.0,0.0,0.0
logit-lens,6,defuse,use,10,20089.0,-1.314453125,0.0,0.0,0.0
logit-lens,7,defuse,use,10,17456.5,-0.03125,0.0,0.0,0.0
logit-lens,8,defuse,use,10,13214.0,0.193359375,0.0,0.0,0.0
logit-lens,9,defuse,use,10,13399.5,-0.17578125,0.0,0.0,0.0
logit-lens,10,defuse,use,10,21517.0,-0.93603515625,0.0,0.0,0.0
logit-lens,11,defuse,use,10,27058.5,-0.37109375,0.0,0.0,0.0
logit-lens,12,defuse,use,10,9590.5,0.259765625,0.0,0.0,0.0
logit-lens,13,defuse,use,10,2208.0,1.1015625,0.0,0.0,0.0
logit-lens,14,defuse,use,10,4584.5,-0.0703125,0.0,0.0,0.0
logit-lens,15,defuse,use,10,6387.0,-0.1484375,0.0,0.0,0.0
logit-lens,16,defuse,use,10,7470.0,-0.30078125,0.0,0.0,0.0
logit-lens,17,defuse,use,10,5854.0,-0.05859375,0.0,0.0,0.0
logit-lens,18,defuse,use,10,12936.5,-0.61865234375,0.0,0.0,0.0
logit-lens,19,defuse,use,10,4252.5,-0.423828125,0.0,0.0,0.0
logit-lens,20,defuse,use,10,7214.0,-0.36669921875,0.0,0.0,0.0
logit-lens,21,defuse,use,10,8368.0,-0.32421875,0.0,0.0,0.0
logit-lens,22,defuse,use,10,3068.5,0.109527587890625,0.0,0.0,0.0
logit-lens,23,defuse,use,10,2287.0,0.529205322265625,0.0,0.0,0.0
logit-lens,24,defuse,use,10,1738.5,0.4503173828125,0.0,0.0,0.0
logit-lens,25,defuse,use,10,4956.5,0.38623046875,0.0,0.0,0.0
logit-lens,26,defuse,use,10,2554.5,0.6419219970703125,0.0,0.0,0.0
logit-lens,27,defuse,use,10,1421.0,0.90673828125,0.0,0.0,0.0
logit-lens,28,defuse,use,10,569.0,1.5352783203125,0.0,0.0,0.0
logit-lens,0,loopvar,use,10,2050.5,-0.5453125,0.0,0.0,0.0
logit-lens,1,loopvar,use,10,3696.0,-0.2,0.0,0.0,0.0
logit-lens,2,loopvar,use,10,2112.0,0.0203125,0.0,0.0,0.0
logit-lens,3,loopvar,use,10,1530.0,1.921240234375,0.0,0.0,0.0
logit-lens,4,loopvar,use,10,2509.0,1.371875,0.0,0.0,0.0
logit-lens,5,loopvar,use,10,909.0,2.30078125,0.0,0.0,0.0
logit-lens,6,loopvar,use,10,725.0,1.82109375,0.0,0.0,0.0
logit-lens,7,loopvar,use,10,710.0,2.6375,0.0,0.0,0.0
logit-lens,8,loopvar,use,10,1302.0,2.54268798828125,0.0,0.0,0.0
logit-lens,9,loopvar,use,10,407.0,2.6234375,0.0,0.0,0.0
logit-lens,10,loopvar,use,10,202.0,2.03125,0.0,0.0,0.0
logit-lens,11,loopvar,use,10,272.5,1.81640625,0.0,0.0,0.0
logit-lens,12,loopvar,use,10,82.0,3.55546875,0.0,0.0,0.0
logit-lens,13,loopvar,use,10,114.0,4.19072265625,0.0,0.0,0.0
logit-lens,14,loopvar,use,10,86.0,3.551953125,0.0,0.0,0.0
logit-lens,15,loopvar,use,10,127.0,4.132763671875,0.0,0.0,0.0
logit-lens,16,loopvar,use,10,15.0,6.19609375,0.0,0.3,0.6
logit-lens,17,loopvar,use,10,8.0,5.9998046875,0.0,0.8,0.8
logit-lens,18,loopvar,use,10,305.0,3.0373046875,0.0,0.0,0.0
logit-lens,19,loopvar,use,10,95.0,4.8521484375,0.0,0.0,0.0
logit-lens,20,loopvar,use,10,6.0,6.45625,0.0,1.0,1.0
logit-lens,21,loopvar,use,10,2.0,6.846875,0.0,1.0,1.0
logit-lens,22,loopvar,use,10,0.0,7.659375,0.8,1.0,1.0
logit-lens,23,loopvar,use,10,0.0,7.9515625,0.8,1.0,1.0
logit-lens,24,loopvar,use,10,1.0,8.6875,0.5,1.0,1.0
logit-lens,25,loopvar,use,10,0.0,13.6234375,1.0,1.0,1.0
logit-lens,26,loopvar,use,10,0.0,11.228125,1.0,1.0,1.0
logit-lens,27,loopvar,use,10,0.0,11.31875,1.0,1.0,1.0
logit-lens,28,loopvar,use,10,0.0,8.93125,1.0,1.0,1.0
logit-lens,0,scopeword,use,20,5492.5,0.191131591796875,0.0,0.0,0.0
logit-lens,1,scopeword,use,20,11295.0,0.0205078125,0.0,0.0,0.0
logit-lens,2,scopeword,use,20,10307.5,0.28974609375,0.0,0.0,0.0
logit-lens,3,scopeword,use,20,8989.0,0.5494186401367187,0.0,0.0,0.0
logit-lens,4,scopeword,use,20,15014.5,0.16015625,0.0,0.0,0.0
logit-lens,5,scopeword,use,20,5269.0,1.17109375,0.0,0.0,0.0
logit-lens,6,scopeword,use,20,10787.5,0.88955078125,0.0,0.0,0.0
logit-lens,7,scopeword,use,20,9517.0,-0.6130859375,0.0,0.0,0.0
logit-lens,8,scopeword,use,20,5352.5,-0.08720703125,0.0,0.0,0.0
logit-lens,9,scopeword,use,20,7247.0,-1.15885009765625,0.0,0.0,0.0
logit-lens,10,scopeword,use,20,2104.0,-0.75439453125,0.0,0.0,0.0
logit-lens,11,scopeword,use,20,3044.5,-0.3108154296875,0.0,0.0,0.0
logit-lens,12,scopeword,use,20,4126.5,-0.6099609375,0.0,0.0,0.0
logit-lens,13,scopeword,use,20,1606.0,-0.2213134765625,0.0,0.0,0.0
logit-lens,14,scopeword,use,20,1813.0,-0.2748046875,0.0,0.0,0.0
logit-lens,15,scopeword,use,20,1320.5,0.4021484375,0.0,0.0,0.0
logit-lens,16,scopeword,use,20,8147.0,-0.09222412109375,0.0,0.0,0.0
logit-lens,17,scopeword,use,20,1682.0,0.593212890625,0.0,0.0,0.0
logit-lens,18,scopeword,use,20,1644.5,0.312579345703125,0.0,0.0,0.0
logit-lens,19,scopeword,use,20,727.5,0.384521484375,0.0,0.0,0.0
logit-lens,20,scopeword,use,20,2046.5,-0.6060546875,0.0,0.0,0.0
logit-lens,21,scopeword,use,20,805.0,-0.167901611328125,0.0,0.15,0.25
logit-lens,22,scopeword,use,20,373.5,-0.473486328125,0.0,0.1,0.15
logit-lens,23,scopeword,use,20,423.0,-0.67373046875,0.0,0.1,0.1
logit-lens,24,scopeword,use,20,458.5,-0.4723876953125,0.0,0.05,0.1
logit-lens,25,scopeword,use,20,505.5,-0.5447265625,0.0,0.0,0.05
logit-lens,26,scopeword,use,20,482.5,-0.17001953125,0.0,0.0,0.0
logit-lens,27,scopeword,use,20,228.0,0.09296875,0.0,0.0,0.0
logit-lens,28,scopeword,use,20,242.0,0.21396484375,0.0,0.0,0.0
logit-lens,0,typeof,use,10,4312.0,1.6537109375,0.0,0.0,0.0
logit-lens,1,typeof,use,10,5049.0,1.809375,0.0,0.0,0.0
logit-lens,2,typeof,use,10,5549.0,-0.900390625,0.0,0.0,0.0
logit-lens,3,typeof,use,10,3036.0,1.4947265625,0.0,0.0,0.0
logit-lens,4,typeof,use,10,4753.0,1.56875,0.0,0.0,0.0
logit-lens,5,typeof,use,10,4007.0,2.1420108795166017,0.0,0.0,0.0
logit-lens,6,typeof,use,10,2076.0,1.49375,0.0,0.0,0.0
logit-lens,7,typeof,use,10,5258.0,1.676171875,0.0,0.0,0.0
logit-lens,8,typeof,use,10,3549.0,2.17578125,0.0,0.0,0.0
logit-lens,9,typeof,use,10,1323.0,2.16346435546875,0.0,0.0,0.0
logit-lens,10,typeof,use,10,1128.0,2.44921875,0.0,0.0,0.0
logit-lens,11,typeof,use,10,3502.0,2.1486328125,0.0,0.0,0.0
logit-lens,12,typeof,use,10,3022.0,3.28203125,0.0,0.0,0.0
logit-lens,13,typeof,use,10,1382.0,2.737060546875,0.0,0.0,0.0
logit-lens,14,typeof,use,10,1312.0,2.60078125,0.0,0.0,0.0
logit-lens,15,typeof,use,10,1159.0,3.3126953125,0.0,0.0,0.3
logit-lens,16,typeof,use,10,501.0,3.7859375,0.0,0.3,0.3
logit-lens,17,typeof,use,10,137.0,5.086328125,0.3,0.3,0.3
logit-lens,18,typeof,use,10,398.0,4.183203125,0.0,0.3,0.3
logit-lens,19,typeof,use,10,393.0,4.0875,0.3,0.3,0.3
logit-lens,20,typeof,use,10,16.0,5.3375,0.3,0.3,0.7
logit-lens,21,typeof,use,10,2.0,7.0796875,0.3,1.0,1.0
logit-lens,22,typeof,use,10,2.0,7.934375,0.3,1.0,1.0
logit-lens,23,typeof,use,10,2.0,7.771875,0.3,1.0,1.0
logit-lens,24,typeof,use,10,2.0,8.4375,0.3,1.0,1.0
logit-lens,25,typeof,use,10,1.0,9.896875,0.4,1.0,1.0
logit-lens,26,typeof,use,10,0.0,9.509375,0.7,1.0,1.0
logit-lens,27,typeof,use,10,2.0,9.0875,0.4,1.0,1.0
logit-lens,28,typeof,use,10,1.0,7.33125,0.4,1.0,1.0
r-lens,0,alias,answer,10,24744.0,0.0658447265625,0.0,0.0,0.0
r-lens,1,alias,answer,10,31417.0,-2.01484375,0.0,0.0,0.0
r-lens,2,alias,answer,10,28650.0,-0.6533935546875,0.0,0.0,0.0
r-lens,3,alias,answer,10,6301.0,0.66746826171875,0.0,0.0,0.0
r-lens,4,alias,answer,10,17147.0,-0.594140625,0.0,0.0,0.0
r-lens,5,alias,answer,10,21320.5,0.2298828125,0.0,0.0,0.0
r-lens,6,alias,answer,10,23767.5,-1.43603515625,0.0,0.0,0.0
r-lens,7,alias,answer,10,10532.0,1.7878662109375,0.0,0.0,0.0
r-lens,8,alias,answer,10,16270.5,-0.1859375,0.0,0.0,0.0
r-lens,9,alias,answer,10,20934.5,0.135986328125,0.0,0.0,0.0
r-lens,10,alias,answer,10,11144.0,0.1037109375,0.0,0.0,0.0
r-lens,11,alias,answer,10,15794.5,0.49991455078125,0.0,0.0,0.0
r-lens,12,alias,answer,10,21681.5,-0.280419921875,0.0,0.0,0.0
r-lens,13,alias,answer,10,8513.0,0.5494766235351562,0.0,0.0,0.0
r-lens,14,alias,answer,10,1070.0,1.540234375,0.0,0.0,0.0
r-lens,15,alias,answer,10,567.0,1.301171875,0.0,0.1,0.1
r-lens,16,alias,answer,10,149.5,1.56279296875,0.0,0.1,0.1
r-lens,17,alias,answer,10,174.5,1.323974609375,0.0,0.1,0.1
r-lens,18,alias,answer,10,133.0,1.8318359375,0.0,0.1,0.1
r-lens,19,alias,answer,10,30.0,2.890869140625,0.0,0.1,0.4
r-lens,20,alias,answer,10,0.0,6.10029296875,0.9,1.0,1.0
r-lens,21,alias,answer,10,0.0,6.3703125,0.9,1.0,1.0
r-lens,22,alias,answer,10,0.0,6.792431640625,1.0,1.0,1.0
r-lens,23,alias,answer,10,0.0,7.316015625,0.9,1.0,1.0
r-lens,24,alias,answer,10,0.0,6.754296875,0.9,1.0,1.0
r-lens,25,alias,answer,10,0.0,7.840625,1.0,1.0,1.0
r-lens,26,alias,answer,10,0.0,7.284375,1.0,1.0,1.0
r-lens,27,alias,answer,10,0.0,10.1875,1.0,1.0,1.0
r-lens,28,alias,answer,10,0.0,9.81875,1.0,1.0,1.0
r-lens,0,alias,use,10,28708.5,-0.619775390625,0.0,0.0,0.0
r-lens,1,alias,use,10,15098.5,0.32021484375,0.0,0.0,0.0
r-lens,2,alias,use,10,24730.0,-0.097265625,0.0,0.0,0.0
r-lens,3,alias,use,10,11413.0,0.60380859375,0.0,0.0,0.0
r-lens,4,alias,use,10,30675.5,-0.90672607421875,0.0,0.0,0.0
r-lens,5,alias,use,10,7851.5,0.298046875,0.0,0.0,0.0
r-lens,6,alias,use,10,27224.5,0.4088623046875,0.0,0.0,0.0
r-lens,7,alias,use,10,6158.0,1.096337890625,0.0,0.0,0.0
