pair_id,layer,position,n_patched_tokens,ld_clean,ld_corrupted,ld_patched,recovery,answer_flipped,causal_class
pair_0,-1,sink_arg,2,0.6796875596046448,0.6953125,0.6953125,-0.0,False,not_encoded
pair_0,-1,last_token,1,0.6796875596046448,0.6953125,0.6953125,-0.0,False,not_encoded
pair_0,-1,sanitizer_def,1,0.6796875596046448,0.6953125,0.6953125,-0.0,False,not_encoded
pair_0,0,sink_arg,2,0.6796875596046448,0.6953125,0.6718750596046448,1.5000019073559088,False,not_encoded
pair_0,0,last_token,1,0.6796875596046448,0.6953125,0.6953125596046448,-3.8147118175957395e-06,False,not_encoded
pair_0,0,sanitizer_def,1,0.6796875596046448,0.6953125,0.6953125,-0.0,False,not_encoded
pair_0,3,sink_arg,2,0.6796875596046448,0.6953125,0.6796874403953552,1.0000076294236353,False,not_encoded
pair_0,3,last_token,1,0.6796875596046448,0.6953125,0.703125,-0.5000019073559088,False,not_encoded
pair_0,3,sanitizer_def,1,0.6796875596046448,0.6953125,0.6953125,-0.0,False,not_encoded
pair_0,7,sink_arg,2,0.6796875596046448,0.6953125,0.703125,-0.5000019073559088,False,encoded_but_unused
pair_0,7,last_token,1,0.6796875596046448,0.6953125,0.671875,1.5000057220677263,False,encoded_and_used
pair_0,7,sanitizer_def,1,0.6796875596046448,0.6953125,0.6953125,-0.0,False,encoded_but_unused
pair_0,11,sink_arg,2,0.6796875596046448,0.6953125,0.7031250596046448,-0.5000057220677264,False,encoded_but_unused
pair_0,11,last_token,1,0.6796875596046448,0.6953125,0.671875,1.5000057220677263,False,encoded_and_used
pair_0,11,sanitizer_def,1,0.6796875596046448,0.6953125,0.6953125,-0.0,False,encoded_but_unused
pair_0,15,sink_arg,2,0.6796875596046448,0.6953125,0.6875,0.5000019073559088,False,not_encoded
pair_0,15,last_token,1,0.6796875596046448,0.6953125,0.671875,1.5000057220677263,False,not_encoded
pair_0,15,sanitizer_def,1,0.6796875596046448,0.6953125,0.6953125,-0.0,False,not_encoded
pair_0,19,sink_arg,2,0.6796875596046448,0.6953125,0.7031250596046448,-0.5000057220677264,False,not_encoded
pair_0,19,last_token,1,0.6796875596046448,0.6953125,0.6796875596046448,1.0,False,not_encoded
pair_0,19,sanitizer_def,1,0.6796875596046448,0.6953125,0.6953125,-0.0,False,not_encoded
pair_0,23,sink_arg,2,0.6796875596046448,0.6953125,0.6953125,-0.0,False,not_encoded
pair_0,23,last_token,1,0.6796875596046448,0.6953125,0.6796875596046448,1.0,False,not_encoded
pair_0,23,sanitizer_def,1,0.6796875596046448,0.6953125,0.6953125,-0.0,False,not_encoded
pair_1,-1,sink_arg,1,0.53125,0.546875,0.546875,-0.0,False,not_encoded
pair_1,-1,last_token,1,0.53125,0.546875,0.546875,-0.0,False,not_encoded
pair_1,-1,sanitizer_def,1,0.53125,0.546875,0.546875,-0.0,False,not_encoded
pair_1,0,sink_arg,1,0.53125,0.546875,0.5156249403953552,2.0000038146972656,False,not_encoded
pair_1,0,last_token,1,0.53125,0.546875,0.546875,-0.0,False,not_encoded
pair_1,0,sanitizer_def,1,0.53125,0.546875,0.546875,-0.0,False,not_encoded
pair_1,3,sink_arg,1,0.53125,0.546875,0.5234375,1.5,False,not_encoded
pair_1,3,last_token,1,0.53125,0.546875,0.5468750596046448,-3.814697265625e-06,False,not_encoded
pair_1,3,sanitizer_def,1,0.53125,0.546875,0.546875,-0.0,False,not_encoded
pair_1,7,sink_arg,1,0.53125,0.546875,0.5312500596046448,0.9999961853027344,False,encoded_and_used
pair_1,7,last_token,1,0.53125,0.546875,0.5312499403953552,1.0000038146972656,False,encoded_and_used
pair_1,7,sanitizer_def,1,0.53125,0.546875,0.546875,-0.0,False,encoded_but_unused
pair_1,11,sink_arg,1,0.53125,0.546875,0.53125,1.0,False,not_encoded
pair_1,11,last_token,1,0.53125,0.546875,0.5625,-1.0,False,not_encoded
pair_1,11,sanitizer_def,1,0.53125,0.546875,0.546875,-0.0,False,not_encoded
pair_1,15,sink_arg,1,0.53125,0.546875,0.53125,1.0,False,not_encoded
pair_1,15,last_token,1,0.53125,0.546875,0.5625000596046448,-1.0000038146972656,False,not_encoded
pair_1,15,sanitizer_def,1,0.53125,0.546875,0.546875,-0.0,False,not_encoded
pair_1,19,sink_arg,1,0.53125,0.546875,0.53125,1.0,False,not_encoded
pair_1,19,last_token,1,0.53125,0.546875,0.546875,-0.0,False,not_encoded
pair_1,19,sanitizer_def,1,0.53125,0.546875,0.546875,-0.0,False,not_encoded
pair_1,23,sink_arg,1,0.53125,0.546875,0.546875,-0.0,False,not_encoded
pair_1,23,last_token,1,0.53125,0.546875,0.53125,1.0,False,not_encoded
pair_1,23,sanitizer_def,1,0.53125,0.546875,0.546875,-0.0,False,not_encoded
pair_2,-1,sink_arg,2,0.4687499403953552,0.5234375,0.5234375,-0.0,False,not_encoded
pair_2,-1,last_token,1,0.4687499403953552,0.5234375,0.5234375,-0.0,False,not_encoded
pair_2,-1,sanitizer_def,1,0.4687499403953552,0.5234375,0.5234375,-0.0,False,not_encoded
pair_2,0,sink_arg,2,0.4687499403953552,0.5234375,0.47265625,0.9285704165099917,False,not_encoded
pair_2,0,last_token,1,0.4687499403953552,0.5234375,0.5390624403953552,-0.28571288439845016,False,not_encoded
pair_2,0,sanitizer_def,1,0.4687499403953552,0.5234375,0.5234375,-0.0,False,not_encoded
pair_2,3,sink_arg,2,0.4687499403953552,0.5234375,0.4765625596046448,0.8571408330199836,False,not_encoded
pair_2,3,last_token,1,0.4687499403953552,0.5234375,0.5390625,-0.28571397431076667,False,not_encoded
pair_2,3,sanitizer_def,1,0.4687499403953552,0.5234375,0.5234375,-0.0,False,not_encoded
pair_2,7,sink_arg,2,0.4687499403953552,0.5234375,0.546875,-0.42857096146615004,False,encoded_but_unused
pair_2,7,last_token,1,0.4687499403953552,0.5234375,0.5156250596046448,0.1428558972430668,False,encoded_but_unused
pair_2,7,sanitizer_def,1,0.4687499403953552,0.5234375,0.5234375,-0.0,False,encoded_but_unused
pair_2,11,sink_arg,2,0.4687499403953552,0.5234375,0.5312499403953552,-0.1428558972430668,False,encoded_but_unused
pair_2,11,last_token,1,0.4687499403953552,0.5234375,0.49609375,0.49999945504384175,False,encoded_but_unused
pair_2,11,sanitizer_def,1,0.4687499403953552,0.5234375,0.5234375,-0.0,False,encoded_but_unused
pair_2,15,sink_arg,2,0.4687499403953552,0.5234375,0.53125,-0.14285698715538334,False,not_encoded
pair_2,15,last_token,1,0.4687499403953552,0.5234375,0.4804688096046448,0.7857123394422919,False,not_encoded
pair_2,15,sanitizer_def,1,0.4687499403953552,0.5234375,0.5234375,-0.0,False,not_encoded
pair_2,19,sink_arg,2,0.4687499403953552,0.5234375,0.5312499403953552,-0.1428558972430668,False,not_encoded
pair_2,19,last_token,1,0.4687499403953552,0.5234375,0.4804688096046448,0.7857123394422919,False,not_encoded
pair_2,19,sanitizer_def,1,0.4687499403953552,0.5234375,0.5234375,-0.0,False,not_encoded
pair_2,23,sink_arg,2,0.4687499403953552,0.5234375,0.5234375,-0.0,False,not_encoded
pair_2,23,last_token,1,0.4687499403953552,0.5234375,0.4687499403953552,1.0,False,not_encoded
pair_2,23,sanitizer_def,1,0.4687499403953552,0.5234375,0.5234375,-0.0,False,not_encoded
pair_3,-1,sink_arg,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_3,-1,last_token,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_3,-1,sanitizer_def,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_3,0,sink_arg,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_3,0,last_token,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_3,0,sanitizer_def,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_3,3,sink_arg,1,0.7031250596046448,0.6875,0.7031250596046448,1.0,False,not_encoded
pair_3,3,last_token,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_3,3,sanitizer_def,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_3,7,sink_arg,1,0.7031250596046448,0.6875,0.703125,0.9999961853172863,False,not_encoded
pair_3,7,last_token,1,0.7031250596046448,0.6875,0.671875,-0.9999961853172863,False,not_encoded
pair_3,7,sanitizer_def,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_3,11,sink_arg,1,0.7031250596046448,0.6875,0.7031250596046448,1.0,False,not_encoded
pair_3,11,last_token,1,0.7031250596046448,0.6875,0.7031250596046448,1.0,False,not_encoded
pair_3,11,sanitizer_def,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_3,15,sink_arg,1,0.7031250596046448,0.6875,0.6874999403953552,-3.8146827137652828e-06,False,not_encoded
pair_3,15,last_token,1,0.7031250596046448,0.6875,0.7031250596046448,1.0,False,not_encoded
pair_3,15,sanitizer_def,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_3,19,sink_arg,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_3,19,last_token,1,0.7031250596046448,0.6875,0.6875000596046448,3.8146827137652828e-06,False,not_encoded
pair_3,19,sanitizer_def,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_3,23,sink_arg,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_3,23,last_token,1,0.7031250596046448,0.6875,0.7031250596046448,1.0,False,not_encoded
pair_3,23,sanitizer_def,1,0.7031250596046448,0.6875,0.6875,0.0,False,not_encoded
pair_4,-1,sink_arg,2,0.6328125,0.6640624403953552,0.6640624403953552,-0.0,False,not_encoded
pair_4,-1,last_token,1,0.6328125,0.6640624403953552,0.6640624403953552,-0.0,False,not_encoded
pair_4,-1,sanitizer_def,1,0.6328125,0.6640624403953552,0.6640624403953552,-0.0,False,not_encoded
pair_4,0,sink_arg,2,0.6328125,0.6640624403953552,0.640625,0.7499995231619323,False,not_encoded
pair_4,0,last_token,1,0.6328125,0.6640624403953552,0.6640625,-1.907352270798246e-06,False,not_encoded
pair_4,0,sanitizer_def,1,0.6328125,0.6640624403953552,0.6640624403953552,-0.0,False,not_encoded
pair_4,3,sink_arg,2,0.6328125,0.6640624403953552,0.640625,0.7499995231619323,False,not_encoded
pair_4,3,last_token,1,0.6328125,0.6640624403953552,0.6718750596046448,-0.2500042915426093,False,not_encoded
pair_4,3,sanitizer_def,1,0.6328125,0.6640624403953552,0.6640624403953552,-0.0,False,not_encoded
pair_4,7,sink_arg,2,0.6328125,0.6640624403953552,0.6796875,-0.5000028610284062,False,encoded_but_unused
pair_4,7,last_token,1,0.6328125,0.6640624403953552,0.6484375,0.4999990463238646,False,encoded_but_unused
pair_4,7,sanitizer_def,1,0.6328125,0.6640624403953552,0.6640624403953552,-0.0,False,encoded_but_unused
pair_4,11,sink_arg,2,0.6328125,0.6640624403953552,0.6718750596046448,-0.2500042915426093,False,encoded_but_unused
pair_4,11,last_token,1,0.6328125,0.6640624403953552,0.6484375,0.4999990463238646,False,encoded_but_unused
pair_4,11,sanitizer_def,1,0.6328125,0.6640624403953552,0.6640624403953552,-0.0,False,encoded_but_unused
pair_4,15,sink_arg,2,0.6328125,0.6640624403953552,0.671875,-0.2500023841903385,False,not_encoded
pair_4,15,last_token,1,0.6328125,0.6640624403953552,0.625,1.2500004768380677,False,not_encoded
pair_4,15,sanitizer_def,1,0.6328125,0.6640624403953552,0.6640624403953552,-0.0,False,not_encoded
pair_4,19,sink_arg,2,0.6328125,0.6640624403953552,0.6796875,-0.5000028610284062,False,not_encoded
pair_4,19,last_token,1,0.6328125,0.6640624403953552,0.640625,0.7499995231619323,False,not_encoded
pair_4,19,sanitizer_def,1,0.6328125,0.6640624403953552,0.6640624403953552,-0.0,False,not_encoded
pair_4,23,sink_arg,2,0.6328125,0.6640624403953552,0.6640624403953552,-0.0,False,not_encoded
pair_4,23,last_token,1,0.6328125,0.6640624403953552,0.6328125,1.0,False,not_encoded
pair_4,23,sanitizer_def,1,0.6328125,0.6640624403953552,0.6640624403953552,-0.0,False,not_encoded
pair_5,-1,sink_arg,2,0.646484375,0.6640625,0.6640625,-0.0,False,not_encoded
pair_5,-1,last_token,1,0.646484375,0.6640625,0.6640625,-0.0,False,not_encoded
pair_5,-1,sanitizer_def,1,0.646484375,0.6640625,0.6640625,-0.0,False,not_encoded
pair_5,0,sink_arg,2,0.646484375,0.6640625,0.646484375,1.0,False,not_encoded
pair_5,0,last_token,1,0.646484375,0.6640625,0.66796875,-0.2222222222222222,False,not_encoded
pair_5,0,sanitizer_def,1,0.646484375,0.6640625,0.6640625,-0.0,False,not_encoded
pair_5,3,sink_arg,2,0.646484375,0.6640625,0.6503906846046448,0.7777743869357638,False,not_encoded
pair_5,3,last_token,1,0.646484375,0.6640625,0.6757813096046448,-0.6666700575086806,False,not_encoded
pair_5,3,sanitizer_def,1,0.646484375,0.6640625,0.6640625,-0.0,False,not_encoded
pair_5,7,sink_arg,2,0.646484375,0.6640625,0.68359375,-1.1111111111111112,False,encoded_but_unused
pair_5,7,last_token,1,0.646484375,0.6640625,0.6445311903953552,1.111114501953125,False,encoded_and_used
pair_5,7,sanitizer_def,1,0.646484375,0.6640625,0.6640625,-0.0,False,encoded_but_unused
pair_5,11,sink_arg,2,0.646484375,0.6640625,0.6796875596046448,-0.8888922797309028,False,not_encoded
pair_5,11,last_token,1,0.646484375,0.6640625,0.65234375,0.6666666666666666,False,not_encoded
pair_5,11,sanitizer_def,1,0.646484375,0.6640625,0.6640625,-0.0,False,not_encoded
pair_5,15,sink_arg,2,0.646484375,0.6640625,0.6718750596046448,-0.4444478352864583,False,not_encoded
pair_5,15,last_token,1,0.646484375,0.6640625,0.640625,1.3333333333333333,False,not_encoded
pair_5,15,sanitizer_def,1,0.646484375,0.6640625,0.6640625,-0.0,False,not_encoded
pair_5,19,sink_arg,2,0.646484375,0.6640625,0.6679688096046448,-0.2222256130642361,False,not_encoded
pair_5,19,last_token,1,0.646484375,0.6640625,0.6503906846046448,0.7777743869357638,False,not_encoded
pair_5,19,sanitizer_def,1,0.646484375,0.6640625,0.6640625,-0.0,False,not_encoded
pair_5,23,sink_arg,2,0.646484375,0.6640625,0.6640625,-0.0,False,not_encoded
pair_5,23,last_token,1,0.646484375,0.6640625,0.646484375,1.0,False,not_encoded
pair_5,23,sanitizer_def,1,0.646484375,0.6640625,0.6640625,-0.0,False,not_encoded
pair_6,-1,sink_arg,2,0.5118408799171448,0.556640625,0.556640625,-0.0,False,not_encoded
pair_6,-1,last_token,1,0.5118408799171448,0.556640625,0.556640625,-0.0,False,not_encoded
pair_6,-1,sanitizer_def,1,0.5118408799171448,0.556640625,0.556640625,-0.0,False,not_encoded
pair_6,0,sink_arg,2,0.5118408799171448,0.556640625,0.5126953125,0.9809277356093212,False,not_encoded
pair_6,0,last_token,1,0.5118408799171448,0.556640625,0.5566405653953552,1.3304683913971913e-06,False,not_encoded
pair_6,0,sanitizer_def,1,0.5118408799171448,0.556640625,0.556640625,-0.0,False,not_encoded
pair_6,3,sink_arg,2,0.5118408799171448,0.556640625,0.52392578125,0.730246203175828,False,not_encoded
pair_6,3,last_token,1,0.5118408799171448,0.556640625,0.5566405653953552,1.3304683913971913e-06,False,not_encoded
pair_6,3,sanitizer_def,1,0.5118408799171448,0.556640625,0.556640625,-0.0,False,not_encoded
pair_6,7,sink_arg,2,0.5118408799171448,0.556640625,0.5644530653953552,-0.17438582252882126,False,encoded_but_unused
pair_6,7,last_token,1,0.5118408799171448,0.556640625,0.5273438096046448,0.6539504932711561,False,encoded_and_used
pair_6,7,sanitizer_def,1,0.5118408799171448,0.556640625,0.556640625,-0.0,False,encoded_but_unused
pair_6,11,sink_arg,2,0.5118408799171448,0.556640625,0.572265625,-0.3487743059944253,False,encoded_but_unused
pair_6,11,last_token,1,0.5118408799171448,0.556640625,0.4921874403953552,1.438695342695396,False,encoded_and_used
pair_6,11,sanitizer_def,1,0.5118408799171448,0.556640625,0.556640625,-0.0,False,encoded_but_unused
pair_6,15,sink_arg,2,0.5118408799171448,0.556640625,0.56640625,-0.21798394124651582,False,not_encoded
pair_6,15,last_token,1,0.5118408799171448,0.556640625,0.4921875596046448,1.4386926817586132,False,not_encoded
pair_6,15,sanitizer_def,1,0.5118408799171448,0.556640625,0.556640625,-0.0,False,not_encoded
pair_6,19,sink_arg,2,0.5118408799171448,0.556640625,0.5625,-0.1307903647479095,False,not_encoded
pair_6,19,last_token,1,0.5118408799171448,0.556640625,0.4932250380516052,1.4155345489379536,False,not_encoded
