model,layer,site,condition,lens_a,lens_b,cosine,spearman,n_tokens
deepseek-coder-6.7b,-1,last_token,clean_heldout,clens,logit,,,196
deepseek-coder-6.7b,-1,last_token,clean_heldout,clens,clrp,,,196
deepseek-coder-6.7b,-1,last_token,clean_heldout,logit,clrp,,,196
deepseek-coder-6.7b,-1,last_token,encode_only,clens,logit,,,196
deepseek-coder-6.7b,-1,last_token,encode_only,clens,clrp,,,196
deepseek-coder-6.7b,-1,last_token,encode_only,logit,clrp,,,196
deepseek-coder-6.7b,-1,last_token,flatten_only,clens,logit,,,196
deepseek-coder-6.7b,-1,last_token,flatten_only,clens,clrp,,,196
deepseek-coder-6.7b,-1,last_token,flatten_only,logit,clrp,,,196
deepseek-coder-6.7b,-1,last_token,normalize,clens,logit,,,196
deepseek-coder-6.7b,-1,last_token,normalize,clens,clrp,,,196
deepseek-coder-6.7b,-1,last_token,normalize,logit,clrp,,,196
deepseek-coder-6.7b,-1,last_token,opaque_only,clens,logit,,,196
deepseek-coder-6.7b,-1,last_token,opaque_only,clens,clrp,,,196
deepseek-coder-6.7b,-1,last_token,opaque_only,logit,clrp,,,196
deepseek-coder-6.7b,-1,last_token,rename_cumulative,clens,logit,,,196
deepseek-coder-6.7b,-1,last_token,rename_cumulative,clens,clrp,,,196
deepseek-coder-6.7b,-1,last_token,rename_cumulative,logit,clrp,,,196
deepseek-coder-6.7b,-1,last_token,rename_only,clens,logit,,,196
deepseek-coder-6.7b,-1,last_token,rename_only,clens,clrp,,,196
deepseek-coder-6.7b,-1,last_token,rename_only,logit,clrp,,,196
deepseek-coder-6.7b,-1,last_token,rename_opaque,clens,logit,,,196
deepseek-coder-6.7b,-1,last_token,rename_opaque,clens,clrp,,,196
deepseek-coder-6.7b,-1,last_token,rename_opaque,logit,clrp,,,196
deepseek-coder-6.7b,-1,last_token,rename_opaque_encode,clens,logit,,,196
deepseek-coder-6.7b,-1,last_token,rename_opaque_encode,clens,clrp,,,196
deepseek-coder-6.7b,-1,last_token,rename_opaque_encode,logit,clrp,,,196
deepseek-coder-6.7b,-1,last_token,rename_opaque_encode_flatten,clens,logit,,,196
deepseek-coder-6.7b,-1,last_token,rename_opaque_encode_flatten,clens,clrp,,,196
deepseek-coder-6.7b,-1,last_token,rename_opaque_encode_flatten,logit,clrp,,,196
deepseek-coder-6.7b,0,last_token,clean_heldout,clens,logit,-0.026450634657606092,-0.04268103180358439,196
deepseek-coder-6.7b,0,last_token,clean_heldout,clens,clrp,0.09090681143104883,0.08577006749595584,196
deepseek-coder-6.7b,0,last_token,clean_heldout,logit,clrp,0.4158422239751391,0.3885535784012942,196
deepseek-coder-6.7b,0,last_token,encode_only,clens,logit,0.08865706079214668,0.0852855628780212,196
deepseek-coder-6.7b,0,last_token,encode_only,clens,clrp,0.15286873703664844,0.1554351377411566,196
deepseek-coder-6.7b,0,last_token,encode_only,logit,clrp,0.5531304637637342,0.540987656288599,196
deepseek-coder-6.7b,0,last_token,flatten_only,clens,logit,0.11231369135454702,0.08007235693965209,196
deepseek-coder-6.7b,0,last_token,flatten_only,clens,clrp,0.3233215764355493,0.2746583365872706,196
deepseek-coder-6.7b,0,last_token,flatten_only,logit,clrp,0.4740714318169694,0.41649068842687414,196
deepseek-coder-6.7b,0,last_token,normalize,clens,logit,0.08592477692933899,0.07578034728143504,196
deepseek-coder-6.7b,0,last_token,normalize,clens,clrp,0.1440475493576747,0.15211054355361828,196
deepseek-coder-6.7b,0,last_token,normalize,logit,clrp,0.5428620958883684,0.5244188733673868,196
deepseek-coder-6.7b,0,last_token,opaque_only,clens,logit,0.10043613351635093,0.1030162006231622,196
deepseek-coder-6.7b,0,last_token,opaque_only,clens,clrp,0.1136973739898908,0.12863119476607512,196
deepseek-coder-6.7b,0,last_token,opaque_only,logit,clrp,0.5321998961598167,0.5250356604961391,196
deepseek-coder-6.7b,0,last_token,rename_cumulative,clens,logit,0.11759473706705573,0.12165209699654951,196
deepseek-coder-6.7b,0,last_token,rename_cumulative,clens,clrp,0.2704487825433199,0.29703320609774564,196
deepseek-coder-6.7b,0,last_token,rename_cumulative,logit,clrp,0.4866992161101764,0.4578616452438063,196
deepseek-coder-6.7b,0,last_token,rename_only,clens,logit,0.10573350371267809,0.08257138075847287,196
deepseek-coder-6.7b,0,last_token,rename_only,clens,clrp,0.20279000058873198,0.20618699646981012,196
deepseek-coder-6.7b,0,last_token,rename_only,logit,clrp,0.4307790998658452,0.4057646486943079,196
deepseek-coder-6.7b,0,last_token,rename_opaque,clens,logit,0.11401590241001484,0.09583469467443362,196
deepseek-coder-6.7b,0,last_token,rename_opaque,clens,clrp,0.24454437803801055,0.2614221166795496,196
deepseek-coder-6.7b,0,last_token,rename_opaque,logit,clrp,0.4106459393681017,0.3767405908087561,196
deepseek-coder-6.7b,0,last_token,rename_opaque_encode,clens,logit,0.058433950548263704,0.0540987656288599,196
deepseek-coder-6.7b,0,last_token,rename_opaque_encode,clens,clrp,0.10335676827502324,0.15439440907171148,196
deepseek-coder-6.7b,0,last_token,rename_opaque_encode,logit,clrp,0.37102157897041405,0.356385021794739,196
deepseek-coder-6.7b,0,last_token,rename_opaque_encode_flatten,clens,logit,0.07684888877281668,0.055687749523862656,196
deepseek-coder-6.7b,0,last_token,rename_opaque_encode_flatten,clens,clrp,0.23817644221523093,0.21764776195523117,196
deepseek-coder-6.7b,0,last_token,rename_opaque_encode_flatten,logit,clrp,0.39917215253766175,0.34598889145662176,196
deepseek-coder-6.7b,3,last_token,clean_heldout,clens,logit,0.12885849787649198,0.15178382168955049,196
deepseek-coder-6.7b,3,last_token,clean_heldout,clens,clrp,0.3232191616113755,0.3042226808724271,196
deepseek-coder-6.7b,3,last_token,clean_heldout,logit,clrp,0.5446555941827863,0.5513311923754274,196
deepseek-coder-6.7b,3,last_token,encode_only,clens,logit,-0.00023439567482003265,-0.0088406155121166,196
deepseek-coder-6.7b,3,last_token,encode_only,clens,clrp,0.17612086307289923,0.1876594761293819,196
deepseek-coder-6.7b,3,last_token,encode_only,logit,clrp,0.5667448345627933,0.520699025412586,196
deepseek-coder-6.7b,3,last_token,flatten_only,clens,logit,0.03349304187740849,0.040134195029046374,196
deepseek-coder-6.7b,3,last_token,flatten_only,clens,clrp,0.23884222307465774,0.2906119261449211,196
deepseek-coder-6.7b,3,last_token,flatten_only,logit,clrp,0.5121584233105978,0.5041923993338062,196
deepseek-coder-6.7b,3,last_token,normalize,clens,logit,-0.0031012454105593225,-0.01378606889846919,196
deepseek-coder-6.7b,3,last_token,normalize,clens,clrp,0.19848149705007212,0.2083353919467045,196
deepseek-coder-6.7b,3,last_token,normalize,logit,clrp,0.5732650060849056,0.5291858250523951,196
deepseek-coder-6.7b,3,last_token,opaque_only,clens,logit,0.0025474289739728312,-0.007316975989927405,196
deepseek-coder-6.7b,3,last_token,opaque_only,clens,clrp,0.24096231355030728,0.25496258636215124,196
deepseek-coder-6.7b,3,last_token,opaque_only,logit,clrp,0.5369138800505303,0.5161010128377786,196
deepseek-coder-6.7b,3,last_token,rename_cumulative,clens,logit,-0.14290989891997496,-0.1523958275227311,196
deepseek-coder-6.7b,3,last_token,rename_cumulative,clens,clrp,0.1808748067919029,0.1677852242029182,196
deepseek-coder-6.7b,3,last_token,rename_cumulative,logit,clrp,0.5542745281519178,0.5396106431639427,196
deepseek-coder-6.7b,3,last_token,rename_only,clens,logit,-0.005983690040920302,-0.007340882467786022,196
deepseek-coder-6.7b,3,last_token,rename_only,clens,clrp,0.14481545487590217,0.1453466040848202,196
deepseek-coder-6.7b,3,last_token,rename_only,logit,clrp,0.5012704900336802,0.48169799743403807,196
deepseek-coder-6.7b,3,last_token,rename_opaque,clens,logit,0.12876178930482832,0.1365171449290376,196
deepseek-coder-6.7b,3,last_token,rename_opaque,clens,clrp,0.4334507073306917,0.3866681541808446,196
deepseek-coder-6.7b,3,last_token,rename_opaque,logit,clrp,0.6150000855307932,0.6267895990883664,196
deepseek-coder-6.7b,3,last_token,rename_opaque_encode,clens,logit,0.2025439731015904,0.19081034991114762,196
deepseek-coder-6.7b,3,last_token,rename_opaque_encode,clens,clrp,0.4334767446004546,0.4259385284765996,196
deepseek-coder-6.7b,3,last_token,rename_opaque_encode,logit,clrp,0.6531332301643606,0.6328953135334572,196
deepseek-coder-6.7b,3,last_token,rename_opaque_encode_flatten,clens,logit,0.021238064265921234,0.021587549506331235,196
deepseek-coder-6.7b,3,last_token,rename_opaque_encode_flatten,clens,clrp,0.23375099649667866,0.21007737730000242,196
deepseek-coder-6.7b,3,last_token,rename_opaque_encode_flatten,logit,clrp,0.5768370437407193,0.5541553442931254,196
deepseek-coder-6.7b,7,last_token,clean_heldout,clens,logit,0.19463976027907098,0.21587230753293116,196
deepseek-coder-6.7b,7,last_token,clean_heldout,clens,clrp,0.5010477734360096,0.4792499741013157,196
deepseek-coder-6.7b,7,last_token,clean_heldout,logit,clrp,0.586008805762922,0.583015244364048,196
deepseek-coder-6.7b,7,last_token,encode_only,clens,logit,0.3009072160508102,0.2846671819840783,196
deepseek-coder-6.7b,7,last_token,encode_only,clens,clrp,0.42891192496819763,0.4053343320928528,196
deepseek-coder-6.7b,7,last_token,encode_only,logit,clrp,0.7485401615352117,0.7588633266660824,196
deepseek-coder-6.7b,7,last_token,flatten_only,clens,logit,0.3322972305021834,0.34090478049868916,196
deepseek-coder-6.7b,7,last_token,flatten_only,clens,clrp,0.42797529288620456,0.4450541481723498,196
deepseek-coder-6.7b,7,last_token,flatten_only,logit,clrp,0.7101164201169483,0.7035564870227671,196
deepseek-coder-6.7b,7,last_token,normalize,clens,logit,0.2729940293293117,0.26226362470017295,196
deepseek-coder-6.7b,7,last_token,normalize,clens,clrp,0.4120703044674114,0.3959343049988446,196
deepseek-coder-6.7b,7,last_token,normalize,logit,clrp,0.7417612348165907,0.7437321199467684,196
deepseek-coder-6.7b,7,last_token,opaque_only,clens,logit,0.2953167790376839,0.27613575691893316,196
deepseek-coder-6.7b,7,last_token,opaque_only,clens,clrp,0.4028044154201893,0.37150347839252845,196
deepseek-coder-6.7b,7,last_token,opaque_only,logit,clrp,0.761670460877411,0.7635298711440844,196
deepseek-coder-6.7b,7,last_token,rename_cumulative,clens,logit,0.24569365859251027,0.18494529400983356,196
deepseek-coder-6.7b,7,last_token,rename_cumulative,clens,clrp,0.37209862977276076,0.3224091354620724,196
deepseek-coder-6.7b,7,last_token,rename_cumulative,logit,clrp,0.72122407182537,0.7027356979496211,196
deepseek-coder-6.7b,7,last_token,rename_only,clens,logit,0.19687469828484103,0.1505390910757118,196
deepseek-coder-6.7b,7,last_token,rename_only,clens,clrp,0.37741693111210073,0.36098622189992746,196
deepseek-coder-6.7b,7,last_token,rename_only,logit,clrp,0.6732457395189716,0.6575397046753103,196
deepseek-coder-6.7b,7,last_token,rename_opaque,clens,logit,0.32737636066052345,0.3014319980237312,196
deepseek-coder-6.7b,7,last_token,rename_opaque,clens,clrp,0.4737383812718577,0.469465849596379,196
deepseek-coder-6.7b,7,last_token,rename_opaque,logit,clrp,0.7184127148054785,0.7059359784522947,196
deepseek-coder-6.7b,7,last_token,rename_opaque_encode,clens,logit,0.325035994609986,0.27835268429902227,196
deepseek-coder-6.7b,7,last_token,rename_opaque_encode,clens,clrp,0.3890361164618268,0.35954227063726707,196
deepseek-coder-6.7b,7,last_token,rename_opaque_encode,logit,clrp,0.7192622618449733,0.7128720445616749,196
deepseek-coder-6.7b,7,last_token,rename_opaque_encode_flatten,clens,logit,0.3539878491525712,0.3658376431400362,196
deepseek-coder-6.7b,7,last_token,rename_opaque_encode_flatten,clens,clrp,0.5137306174980645,0.5392791400043032,196
deepseek-coder-6.7b,7,last_token,rename_opaque_encode_flatten,logit,clrp,0.7095376974821526,0.6864745117101898,196
deepseek-coder-6.7b,11,last_token,clean_heldout,clens,logit,0.481897700113836,0.4504904812373994,196
deepseek-coder-6.7b,11,last_token,clean_heldout,clens,clrp,0.6691558911380875,0.6260102479101755,196
deepseek-coder-6.7b,11,last_token,clean_heldout,logit,clrp,0.8327174582408426,0.8080134513782085,196
deepseek-coder-6.7b,11,last_token,encode_only,clens,logit,0.5426328092833075,0.5400011156356335,196
deepseek-coder-6.7b,11,last_token,encode_only,clens,clrp,0.7361045793537748,0.7261305771820638,196
deepseek-coder-6.7b,11,last_token,encode_only,logit,clrp,0.8471283558976591,0.8324076213851415,196
deepseek-coder-6.7b,11,last_token,flatten_only,clens,logit,0.3137836728404857,0.2987289722605169,196
deepseek-coder-6.7b,11,last_token,flatten_only,clens,clrp,0.625072005388888,0.5947883878268215,196
deepseek-coder-6.7b,11,last_token,flatten_only,logit,clrp,0.7221164799214687,0.710714086493637,196
deepseek-coder-6.7b,11,last_token,normalize,clens,logit,0.5535262984557048,0.539680768832328,196
deepseek-coder-6.7b,11,last_token,normalize,clens,clrp,0.7177838383269479,0.703492736415144,196
deepseek-coder-6.7b,11,last_token,normalize,logit,clrp,0.8453217585450292,0.8330977217126602,196
deepseek-coder-6.7b,11,last_token,opaque_only,clens,logit,0.542778957890627,0.5420554789662839,196
deepseek-coder-6.7b,11,last_token,opaque_only,clens,clrp,0.7276826145867611,0.7343894683996208,196
deepseek-coder-6.7b,11,last_token,opaque_only,logit,clrp,0.839864250662285,0.8256548382726774,196
deepseek-coder-6.7b,11,last_token,rename_cumulative,clens,logit,0.559681068752388,0.5511590657348454,196
deepseek-coder-6.7b,11,last_token,rename_cumulative,clens,clrp,0.7379031697355428,0.7242324028400896,196
deepseek-coder-6.7b,11,last_token,rename_cumulative,logit,clrp,0.8614036460612007,0.8477922367697568,196
deepseek-coder-6.7b,11,last_token,rename_only,clens,logit,0.5408545836005709,0.542826861318522,196
deepseek-coder-6.7b,11,last_token,rename_only,clens,clrp,0.7211952311594455,0.7079202161145599,196
deepseek-coder-6.7b,11,last_token,rename_only,logit,clrp,0.8581962944717256,0.8589294679214913,196
deepseek-coder-6.7b,11,last_token,rename_opaque,clens,logit,0.44682326145717466,0.46384623353441345,196
deepseek-coder-6.7b,11,last_token,rename_opaque,clens,clrp,0.7064799100420406,0.6989505056220068,196
deepseek-coder-6.7b,11,last_token,rename_opaque,logit,clrp,0.8180263646261995,0.809105180533752,196
deepseek-coder-6.7b,11,last_token,rename_opaque_encode,clens,logit,0.47150976703350495,0.5013698411812988,196
deepseek-coder-6.7b,11,last_token,rename_opaque_encode,clens,clrp,0.7326987027127254,0.7420012909498044,196
deepseek-coder-6.7b,11,last_token,rename_opaque_encode,logit,clrp,0.8275142790668746,0.8223127126680427,196
deepseek-coder-6.7b,11,last_token,rename_opaque_encode_flatten,clens,logit,0.4138089297367069,0.39929555578576614,196
deepseek-coder-6.7b,11,last_token,rename_opaque_encode_flatten,clens,clrp,0.7442248878607182,0.7332881766529337,196
deepseek-coder-6.7b,11,last_token,rename_opaque_encode_flatten,logit,clrp,0.748550543268865,0.730841747085402,196
deepseek-coder-6.7b,15,last_token,clean_heldout,clens,logit,0.7772082088691367,0.7716277920773933,196
deepseek-coder-6.7b,15,last_token,clean_heldout,clens,clrp,0.8833858808209771,0.8751332786140619,196
deepseek-coder-6.7b,15,last_token,clean_heldout,logit,clrp,0.938298195379255,0.9305516818207176,196
deepseek-coder-6.7b,15,last_token,encode_only,clens,logit,0.7743928018371453,0.7681374463100353,196
deepseek-coder-6.7b,15,last_token,encode_only,clens,clrp,0.8849672587421014,0.8816246842352717,196
deepseek-coder-6.7b,15,last_token,encode_only,logit,clrp,0.9218902504317529,0.9253639761253974,196
deepseek-coder-6.7b,15,last_token,flatten_only,clens,logit,0.6243262266303934,0.5931181219070994,196
deepseek-coder-6.7b,15,last_token,flatten_only,clens,clrp,0.7938053990025974,0.7643905043469946,196
deepseek-coder-6.7b,15,last_token,flatten_only,logit,clrp,0.8915115627593171,0.8822860967893601,196
deepseek-coder-6.7b,15,last_token,normalize,clens,logit,0.7664991294137158,0.7686538262317815,196
deepseek-coder-6.7b,15,last_token,normalize,clens,clrp,0.8832517653127673,0.8860585389954498,196
deepseek-coder-6.7b,15,last_token,normalize,logit,clrp,0.9238813220837713,0.9252922566918217,196
deepseek-coder-6.7b,15,last_token,opaque_only,clens,logit,0.7439921982521986,0.7239311812190711,196
deepseek-coder-6.7b,15,last_token,opaque_only,clens,clrp,0.8574723755713786,0.8460215636430285,196
deepseek-coder-6.7b,15,last_token,opaque_only,logit,clrp,0.9129260380318984,0.9149407517790404,196
deepseek-coder-6.7b,15,last_token,rename_cumulative,clens,logit,0.7510084748509186,0.7400616787128753,196
deepseek-coder-6.7b,15,last_token,rename_cumulative,clens,clrp,0.8801031225021019,0.8715839635346526,196
deepseek-coder-6.7b,15,last_token,rename_cumulative,logit,clrp,0.9193121579079788,0.9219437560264246,196
deepseek-coder-6.7b,15,last_token,rename_only,clens,logit,0.7653696735841363,0.7623600474942028,196
deepseek-coder-6.7b,15,last_token,rename_only,clens,clrp,0.8935806382894055,0.8900748272756976,196
deepseek-coder-6.7b,15,last_token,rename_only,logit,clrp,0.9211368087813588,0.9251759118329098,196
deepseek-coder-6.7b,15,last_token,rename_opaque,clens,logit,0.7722661369310849,0.7485452908223031,196
deepseek-coder-6.7b,15,last_token,rename_opaque,clens,clrp,0.8900845813299293,0.8753006239590722,196
deepseek-coder-6.7b,15,last_token,rename_opaque,logit,clrp,0.9167112558232562,0.9164133908151313,196
deepseek-coder-6.7b,15,last_token,rename_opaque_encode,clens,logit,0.7374934054356104,0.7405509646263816,196
deepseek-coder-6.7b,15,last_token,rename_opaque_encode,clens,clrp,0.8925153984588795,0.8904876124600563,196
deepseek-coder-6.7b,15,last_token,rename_opaque_encode,logit,clrp,0.9023586467485406,0.9116320952434078,196
deepseek-coder-6.7b,15,last_token,rename_opaque_encode_flatten,clens,logit,0.6476647808609323,0.6149861740869719,196
deepseek-coder-6.7b,15,last_token,rename_opaque_encode_flatten,clens,clrp,0.836511614258468,0.8096359043422132,196
deepseek-coder-6.7b,15,last_token,rename_opaque_encode_flatten,logit,clrp,0.8764223397660813,0.850888922535043,196
deepseek-coder-6.7b,19,last_token,clean_heldout,clens,logit,0.8603461785487436,0.8480249264875807,196
deepseek-coder-6.7b,19,last_token,clean_heldout,clens,clrp,0.9443828798988617,0.9318506004510355,196
deepseek-coder-6.7b,19,last_token,clean_heldout,logit,clrp,0.9501605551392082,0.951482600068532,196
deepseek-coder-6.7b,19,last_token,encode_only,clens,logit,0.8818342982913934,0.8794029755596109,196
deepseek-coder-6.7b,19,last_token,encode_only,clens,clrp,0.9414691437627701,0.9378511263935485,196
deepseek-coder-6.7b,19,last_token,encode_only,logit,clrp,0.9697773838872963,0.9696467419455093,196
deepseek-coder-6.7b,19,last_token,flatten_only,clens,logit,0.7827740809950704,0.7611695048968437,196
