pair_id,base_id,template,op_family,split,direction,position,site_kind,site,layer,band_layers,variant,bound_value,swapped_in_value,bound_answer,target_answer,logp_clean_bound,logp_clean_other,logp_patched_bound,logp_patched_other,ld_clean,ld_patched,delta_ld,flipped_to_target,clean_argmax_id,patched_argmax_id,swap_coord_source,swap_coord_target,swap_coord_gap,swap_delta_norm,swap_delta_norm_ratio,swap_subspace_cosine,swap_degenerate,both_counterfactuals_correct
base_0000_affine,base_0000,global_shadow,affine,test,source,answer,single,L8,8,8,clens_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16695468127727509,-4.620079517364502,-4.484375,-4.453125,0.03125,False,20,20,19.20312032347297,-4.876015997666517,24.079136321139487,1.3041313219751272,0.02555482363854506,0.9131318659667804,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,answer,single,L8,8,8,logit_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16412939131259918,-4.617254257202148,-4.484375,-4.453125,0.03125,False,20,20,1.1184228780990964,-0.3102796138085729,1.4287024919076692,2.0534976512975733,0.0402388696880611,0.8475223950143839,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,answer,single,L8,8,8,gram_random,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16349874436855316,-4.663498878479004,-4.484375,-4.5,-0.015625,False,20,20,15.421593640483337,-6.472285356856456,21.893878997339794,1.185777305918408,0.023235643080361464,0.9131318657412297,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,answer,single,L8,8,8,noop_same_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,7.516220603509594,7.516220603509598,-4.440892098500626e-15,0.0,0.0,1.0000000000000027,True,True
base_0000_affine,base_0000,global_shadow,affine,test,source,answer,single,L8,8,8,clens_answer,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.1639108508825302,-4.648285865783691,-4.484375,-4.484375,0.0,False,20,20,8.996171699833978,3.9314981852183646,5.064673514615613,0.19739934325041533,0.0038680961940926336,0.946671791573749,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,answer,single,L8,8,8,clens_offvalue,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.1636805236339569,-4.648055553436279,-4.484375,-4.484375,0.0,False,20,20,-17.22974823305296,33.160297886695105,-50.390046119748064,2.8339921479673658,0.05553288101741397,0.8928695176906021,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,answer,single,L8,8,8,whole_state,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.15950052440166473,-4.659500598907471,-4.484375,-4.5,-0.015625,False,20,20,,,,3.973663091659546,,,,True
base_0000_affine,base_0000,global_shadow,affine,test,source,answer,single,L16,16,16,clens_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16151532530784607,-4.786515235900879,-4.484375,-4.625,-0.140625,False,20,20,-25.98647325158033,60.160275183481545,-86.14674843506188,5.283213659762426,0.041933610971774275,0.8745324946959456,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,answer,single,L16,16,16,logit_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16352525353431702,-4.679150104522705,-4.484375,-4.515625,-0.03125,False,20,20,0.042353684779492196,1.5991608792637666,-1.5568071944842745,2.237624652791061,0.01776034204439334,0.8475223950143839,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,answer,single,L16,16,16,gram_random,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16331954300403595,-4.6789445877075195,-4.484375,-4.515625,-0.03125,False,20,20,46.13141383516302,-50.64572075330164,96.77713458846466,5.93515471063651,0.04710815892013662,0.8745324945612903,False,True
